interaction_id,agent_id,query,retrieved_sources,retrieved_content,source_last_validated,current_schema_version,agent_schema_version,output_claims,source_classification,agent_access_level,lineage_documented,output_matches_source,policy_masking_required,policy_masking_applied
INT-0095,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-24 18:06:55,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.76,True,True
INT-0096,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-27 15:17:33,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0097,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-08 09:49:44,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.67,False,False
INT-0098,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-03 08:06:15,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.66,False,False
INT-0099,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-02 15:10:34,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.86,False,False
INT-0100,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-28 18:52:24,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.89,True,True
INT-0101,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-03 12:53:34,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0102,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-02 09:44:08,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0103,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-11 01:44:54,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0104,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-31 05:00:09,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.84,True,True
INT-0105,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-07 04:20:36,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.73,False,False
INT-0106,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-24 11:44:42,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.86,True,True
INT-0107,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-08 21:36:13,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.69,True,True
INT-0108,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-10 23:37:31,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.85,False,False
INT-0109,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-05 00:35:22,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.66,False,False
INT-0110,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-31 23:28:44,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0111,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-01 05:38:44,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0112,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-10 15:11:05,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.87,False,False
INT-0113,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-02 08:08:22,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.67,False,False
INT-0114,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-03 11:13:25,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0115,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 00:43:28,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.8,False,False
INT-0116,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-05 23:59:32,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.79,True,True
INT-0117,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-22 14:34:43,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0118,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-09 12:23:39,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.86,False,False
INT-0119,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-27 02:53:52,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0120,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-06 22:19:23,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0121,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-09 14:21:31,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.82,False,False
INT-0122,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-08 10:43:59,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0123,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-09 15:14:58,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.83,False,False
INT-0124,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-31 08:56:31,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0125,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-09 01:19:44,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.82,False,False
INT-0126,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-25 03:18:56,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0127,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-04 11:12:35,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0128,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-07 00:21:44,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.86,False,False
INT-0129,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-27 05:56:57,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.85,False,False
INT-0130,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-23 00:13:03,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.8,False,False
INT-0131,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 23:23:53,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.86,False,False
INT-0132,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-07 21:24:01,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.73,False,False
INT-0133,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-11 09:04:09,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0134,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-08 15:54:00,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.66,False,False
INT-0135,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-07 04:44:10,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0136,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-28 01:38:02,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0137,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-10 10:44:51,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.8,True,True
INT-0138,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-06 01:23:26,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0139,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-06 00:52:47,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0140,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-05 20:02:30,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0141,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-10 14:11:58,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.8,False,False
INT-0142,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-05 11:19:07,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.68,True,True
INT-0143,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-04 22:30:04,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0144,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-03 21:30:01,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0145,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-26 09:01:26,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.87,False,False
INT-0146,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-11 03:00:14,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.87,True,True
INT-0147,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-31 00:46:05,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0148,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-11 01:59:19,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.85,True,True
INT-0149,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-25 20:37:39,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0150,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-06 15:12:29,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0151,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-05 07:04:05,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.73,False,False
INT-0152,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-01 06:58:04,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0153,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-04 12:17:59,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.85,False,False
INT-0154,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-06 18:35:27,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0155,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-27 07:05:47,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0156,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-01 14:49:25,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0157,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-24 00:24:21,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0158,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-25 05:09:41,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0159,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-02 15:44:24,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.72,True,True
INT-0160,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-01 08:28:41,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.76,True,True
INT-0161,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-25 20:47:08,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.87,True,True
INT-0162,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-30 04:47:45,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0163,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-26 15:55:38,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0164,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-29 11:07:04,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0165,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-10 06:18:02,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.87,False,False
INT-0166,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-28 05:07:42,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0167,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-02 17:52:33,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0168,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-04 01:01:51,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0169,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-30 13:00:53,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.81,False,False
INT-0170,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-09 14:38:13,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.72,True,True
INT-0171,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-29 08:50:57,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.87,False,False
INT-0172,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-30 20:17:06,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0173,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-28 12:43:46,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.8,False,False
INT-0174,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-05 07:24:02,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.85,False,False
INT-0175,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-29 02:20:38,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.83,False,False
INT-0176,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-31 23:19:52,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0177,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-04 05:57:11,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.7,False,False
INT-0178,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-01 18:35:23,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0179,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-25 14:40:27,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.84,True,True
INT-0180,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-24 19:49:57,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.73,False,False
INT-0181,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-08 21:05:47,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0182,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-27 01:52:22,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0183,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-03 06:47:16,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0184,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-05 19:14:04,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0185,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-05 07:27:19,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.77,False,False
INT-0186,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-04 03:26:10,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0187,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-05 20:44:58,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0188,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-26 03:53:31,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0189,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-29 16:14:02,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0190,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-25 13:58:18,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.72,True,True
