interaction_id,agent_id,query,retrieved_sources,retrieved_content,source_last_validated,current_schema_version,agent_schema_version,output_claims,source_classification,agent_access_level,lineage_documented,output_matches_source,policy_masking_required,policy_masking_applied
INT-0095,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-02 10:31:56,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.78,False,False
INT-0096,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-03 05:50:51,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,False,0.54,False,False
INT-0097,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-05 22:49:00,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.64,False,False
INT-0098,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-03 13:03:25,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.6,True,True
INT-0099,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-11 17:11:40,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.61,False,False
INT-0100,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-06 14:19:24,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.52,True,True
INT-0101,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-02 19:49:55,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0102,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-06 10:19:00,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.65,False,False
INT-0103,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-05 04:24:36,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.61,False,False
INT-0104,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-02 18:41:35,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0105,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-13 10:47:55,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.8,True,False
INT-0106,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-13 15:25:35,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0107,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-05 01:47:21,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.67,True,True
INT-0108,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-02 03:28:22,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0109,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-09 07:35:18,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.57,False,False
INT-0110,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-04 20:48:54,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.63,False,False
INT-0111,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-09 00:58:48,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.66,False,False
INT-0112,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-10 22:32:46,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.58,False,False
INT-0113,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-02 11:29:13,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.55,False,False
INT-0114,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-03 23:59:21,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0115,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-02 00:03:25,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.56,False,False
INT-0116,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-05 16:41:13,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.69,True,True
INT-0117,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-15 23:49:24,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.73,True,True
INT-0118,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-03 20:41:02,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.5,False,False
INT-0119,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-07 05:34:45,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0120,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-08 05:24:29,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.6,True,True
INT-0121,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-04 07:15:48,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.82,True,False
INT-0122,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-14 06:23:48,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.79,True,False
INT-0123,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 21:42:05,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.85,False,False
INT-0124,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-03 18:46:04,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0125,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-08 05:01:38,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.56,False,False
INT-0126,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-04 17:37:28,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.53,False,False
INT-0127,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-13 07:53:23,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.67,True,False
INT-0128,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-02 14:47:22,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.51,True,True
INT-0129,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-02 01:52:15,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.75,False,False
INT-0130,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-14 01:31:04,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.64,True,True
INT-0131,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-05 03:58:50,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0132,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-15 16:40:09,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.62,False,False
INT-0133,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-10 13:11:12,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.6,False,False
INT-0134,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-11 03:54:28,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0135,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-07 05:17:53,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.53,True,False
INT-0136,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-06 23:47:44,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,False,0.54,False,False
INT-0137,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-11 02:25:46,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.57,False,False
INT-0138,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-10 09:06:14,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.53,False,False
INT-0139,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 17:18:51,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.53,False,False
INT-0140,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-01 19:51:27,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.63,False,False
INT-0141,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-09 02:28:31,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.65,False,False
INT-0142,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-12 17:23:17,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.71,True,False
INT-0143,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-11 22:19:23,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.72,True,True
INT-0144,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-11 11:29:41,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0145,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-02 06:58:46,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.84,False,False
INT-0146,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-06 01:48:54,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.58,False,False
INT-0147,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 14:32:36,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0148,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-08 05:57:51,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0149,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-06 02:34:45,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.64,False,False
INT-0150,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-12 20:52:20,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0151,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-09 07:28:31,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.82,False,False
INT-0152,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-04 15:20:25,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0153,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-04 23:10:35,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.73,True,False
INT-0154,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-06 08:06:36,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0155,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-12 14:51:15,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.7,True,True
INT-0156,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-10 15:11:30,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0157,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-14 22:21:44,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.54,True,True
INT-0158,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-11 19:43:10,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.67,True,True
INT-0159,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-06 01:09:54,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.78,False,False
INT-0160,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-06 18:43:50,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,False,0.84,False,False
INT-0161,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-14 02:21:04,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.58,True,True
INT-0162,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-06 21:25:39,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,False,0.71,True,False
INT-0163,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 16:01:08,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.76,False,False
INT-0164,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-14 23:22:09,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.61,True,True
INT-0165,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-03 13:27:03,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0166,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-11 06:44:49,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0167,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-07 06:47:08,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.54,False,False
INT-0168,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-06 02:21:46,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.55,True,True
INT-0169,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-06 23:13:09,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.85,True,True
INT-0170,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-14 09:29:35,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.52,False,False
INT-0171,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-14 10:50:51,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.68,True,True
INT-0172,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-10 06:22:22,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.53,False,False
INT-0173,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-12 02:50:51,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.56,False,False
INT-0174,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-05 00:16:08,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.54,False,False
INT-0175,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-10 23:55:47,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.75,False,False
INT-0176,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-14 23:07:48,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.6,False,False
INT-0177,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-11 06:30:44,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.85,False,False
INT-0178,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-04 08:08:49,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.75,True,True
INT-0179,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-14 09:52:31,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.52,True,True
INT-0180,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-08 10:02:35,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.6,False,False
INT-0181,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-01 17:13:27,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.84,False,False
INT-0182,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-01 14:42:17,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.8,False,False
INT-0183,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-04 01:44:47,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0184,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-10 06:52:44,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0185,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-12 07:50:19,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.83,False,False
INT-0186,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-04 21:18:40,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.66,True,True
INT-0187,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-15 13:12:03,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.65,False,False
INT-0188,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-04 01:47:46,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0189,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-06 06:16:52,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.77,False,False
INT-0190,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-03 15:14:43,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.84,True,False
