interaction_id,agent_id,query,retrieved_sources,retrieved_content,source_last_validated,current_schema_version,agent_schema_version,output_claims,source_classification,agent_access_level,lineage_documented,output_matches_source,policy_masking_required,policy_masking_applied
INT-0095,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-03 18:19:57,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.44,False,False
INT-0096,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-04 23:08:33,v4,v4,Total Q1 revenue was $4.2M across all regions.,PII,INTERNAL,True,0.54,True,False
INT-0097,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-11 10:55:29,v4,v4,"Found 1,847 active customers in the northeast.",CONFIDENTIAL,INTERNAL,False,0.64,True,False
INT-0098,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-30 18:08:52,v4,v2,Top category is Electronics with 34% margin.,CONFIDENTIAL,INTERNAL,False,0.65,True,False
INT-0099,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-10 01:37:00,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.51,False,False
INT-0100,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-29 00:23:30,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.44,False,False
INT-0101,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-04 02:45:42,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.62,False,False
INT-0102,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-31 03:05:14,v4,v4,Lead conversion rate in March was 18.4%.,PII,INTERNAL,True,0.45,True,False
INT-0103,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-10 22:56:45,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.64,False,False
INT-0104,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-28 18:37:45,v4,v4,Total Q1 revenue was $4.2M across all regions.,PII,INTERNAL,False,0.4,True,False
INT-0105,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-29 13:49:09,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.5,False,False
INT-0106,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-12 20:42:50,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,False,0.51,False,False
INT-0107,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-12 20:10:36,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.38,False,False
INT-0108,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-28 20:17:57,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.59,False,False
INT-0109,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-08 05:07:57,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.54,False,False
INT-0110,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-11 05:10:14,v4,v4,Lead conversion rate in March was 18.4%.,CONFIDENTIAL,INTERNAL,False,0.59,True,False
INT-0111,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-01 02:38:59,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.45,False,False
INT-0112,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-31 21:41:40,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.59,False,False
INT-0113,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-12 09:13:41,v4,v4,"Found 1,847 active customers in the northeast.",CONFIDENTIAL,INTERNAL,False,0.57,True,False
INT-0114,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-10 13:06:54,v4,v4,Top category is Electronics with 34% margin.,PII,INTERNAL,False,0.32,True,False
INT-0115,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-05 17:46:08,v4,v4,312 tickets were resolved last week.,PII,INTERNAL,True,0.4,True,False
INT-0116,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-04 21:54:30,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.31,False,False
INT-0117,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-05 04:34:30,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.47,False,False
INT-0118,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-07 15:32:47,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.59,False,False
INT-0119,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-08 15:41:30,v4,v2,7 agents exceeded 10 escalations this month.,PII,INTERNAL,False,0.5,True,False
INT-0120,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-29 22:17:55,v4,v4,Total Q1 revenue was $4.2M across all regions.,CONFIDENTIAL,INTERNAL,True,0.39,True,False
INT-0121,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-04 18:34:52,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.54,False,False
INT-0122,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-29 00:06:06,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.3,False,False
INT-0123,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-03 03:47:44,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.55,False,False
INT-0124,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-06 07:05:12,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.39,False,False
INT-0125,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-08 08:43:29,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.5,False,False
INT-0126,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-04 19:18:08,v4,v4,Lead conversion rate in March was 18.4%.,PII,INTERNAL,True,0.43,True,False
INT-0127,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-08 10:13:18,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.65,False,False
INT-0128,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-29 20:30:41,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.61,False,False
INT-0129,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-10 07:08:56,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.32,False,False
INT-0130,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-02 06:30:13,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.53,False,False
INT-0131,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-09 02:09:14,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.31,False,False
INT-0132,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-07 15:59:16,v4,v4,Average order value for premium accounts is $890.,CONFIDENTIAL,INTERNAL,True,0.52,True,False
INT-0133,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-29 02:08:13,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.6,False,False
INT-0134,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-08 12:08:09,v4,v2,Lead conversion rate in March was 18.4%.,CONFIDENTIAL,INTERNAL,True,0.55,True,False
INT-0135,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-28 09:39:18,v4,v4,7 agents exceeded 10 escalations this month.,CONFIDENTIAL,INTERNAL,True,0.38,True,False
INT-0136,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-31 20:21:44,v4,v2,Total Q1 revenue was $4.2M across all regions.,CONFIDENTIAL,INTERNAL,True,0.42,True,False
INT-0137,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-03 13:05:13,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.32,False,False
INT-0138,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-05 11:20:03,v4,v2,Top category is Electronics with 34% margin.,PII,INTERNAL,False,0.54,True,False
INT-0139,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-06 11:27:08,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.65,False,False
INT-0140,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-06 13:02:59,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.46,False,False
INT-0141,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-29 20:08:35,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.42,False,False
INT-0142,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-08 04:07:37,v4,v2,Lead conversion rate in March was 18.4%.,CONFIDENTIAL,INTERNAL,False,0.37,True,False
INT-0143,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-03 16:52:41,v4,v2,7 agents exceeded 10 escalations this month.,CONFIDENTIAL,INTERNAL,True,0.57,True,False
INT-0144,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-03 01:17:32,v4,v4,Total Q1 revenue was $4.2M across all regions.,CONFIDENTIAL,INTERNAL,False,0.64,True,False
INT-0145,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-13 10:05:41,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.63,False,False
INT-0146,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-31 15:12:22,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,False,0.3,False,False
INT-0147,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-09 15:41:00,v4,v4,312 tickets were resolved last week.,CONFIDENTIAL,INTERNAL,False,0.34,True,False
INT-0148,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-10 15:51:20,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.4,False,False
INT-0149,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-06 03:03:52,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.65,False,False
INT-0150,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-07 09:25:32,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.62,False,False
INT-0151,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-13 04:11:49,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.37,False,False
INT-0152,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-03 11:24:19,v4,v2,Total Q1 revenue was $4.2M across all regions.,PII,INTERNAL,False,0.53,True,False
INT-0153,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-07 02:55:17,v4,v4,"Found 1,847 active customers in the northeast.",PII,INTERNAL,True,0.52,True,False
INT-0154,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-02 05:54:58,v4,v4,Top category is Electronics with 34% margin.,PII,INTERNAL,False,0.54,True,False
INT-0155,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-05 22:43:11,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,False,0.55,False,False
INT-0156,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-01 16:21:41,v4,v4,Average order value for premium accounts is $890.,CONFIDENTIAL,INTERNAL,False,0.53,True,False
INT-0157,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-02 21:53:54,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.61,False,False
INT-0158,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-08 16:39:20,v4,v4,Lead conversion rate in March was 18.4%.,PII,INTERNAL,False,0.51,True,False
INT-0159,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-30 08:44:54,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.44,False,False
INT-0160,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-12 19:55:20,v4,v2,Total Q1 revenue was $4.2M across all regions.,CONFIDENTIAL,INTERNAL,False,0.63,True,False
INT-0161,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-09 12:19:18,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.34,False,False
INT-0162,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-10 23:08:56,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.55,False,False
INT-0163,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-29 02:51:00,v4,v4,312 tickets were resolved last week.,PII,INTERNAL,False,0.64,True,False
INT-0164,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-05 14:34:29,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.31,False,False
INT-0165,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-07 09:01:56,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.34,False,False
INT-0166,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-13 08:03:13,v4,v2,Lead conversion rate in March was 18.4%.,PII,INTERNAL,True,0.42,True,False
INT-0167,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-28 06:19:25,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.43,False,False
INT-0168,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-10 09:23:21,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.4,False,False
INT-0169,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-01 18:31:11,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.61,False,False
INT-0170,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-11 13:52:22,v4,v4,Top category is Electronics with 34% margin.,CONFIDENTIAL,INTERNAL,False,0.63,True,False
INT-0171,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-11 17:41:06,v4,v4,312 tickets were resolved last week.,CONFIDENTIAL,INTERNAL,False,0.5,True,False
INT-0172,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-10 10:02:44,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.31,False,False
INT-0173,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-05 06:54:12,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,CONFIDENTIAL,INTERNAL,True,0.45,True,False
INT-0174,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-09 01:15:43,v4,v2,Lead conversion rate in March was 18.4%.,PII,INTERNAL,True,0.54,True,False
INT-0175,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-27 21:01:07,v4,v4,7 agents exceeded 10 escalations this month.,CONFIDENTIAL,INTERNAL,False,0.48,True,False
INT-0176,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-06 03:23:52,v4,v4,Total Q1 revenue was $4.2M across all regions.,PII,INTERNAL,False,0.53,True,False
INT-0177,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-10 23:20:56,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.51,False,False
INT-0178,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-02 13:29:35,v4,v2,Top category is Electronics with 34% margin.,PII,INTERNAL,True,0.6,True,False
INT-0179,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-12 05:27:17,v4,v2,312 tickets were resolved last week.,CONFIDENTIAL,INTERNAL,False,0.64,True,False
INT-0180,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-04 21:10:22,v4,v4,Average order value for premium accounts is $890.,PII,INTERNAL,False,0.59,True,False
INT-0181,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-05 16:41:21,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,PII,INTERNAL,False,0.6,True,False
INT-0182,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-08 03:02:48,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.31,False,False
INT-0183,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-06 11:45:57,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,False,0.33,False,False
INT-0184,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-29 08:50:05,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.46,False,False
INT-0185,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-07 07:45:22,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,False,0.46,False,False
INT-0186,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-01 07:36:12,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,False,0.33,False,False
INT-0187,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-13 11:06:13,v4,v2,312 tickets were resolved last week.,CONFIDENTIAL,INTERNAL,True,0.58,True,False
INT-0188,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-01 13:32:41,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,False,0.35,False,False
INT-0189,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-11 16:21:34,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,False,0.63,False,False
INT-0190,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-09 20:02:22,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,False,0.42,False,False
