interaction_id,agent_id,query,retrieved_sources,retrieved_content,source_last_validated,current_schema_version,agent_schema_version,output_claims,source_classification,agent_access_level,lineage_documented,output_matches_source,policy_masking_required,policy_masking_applied
INT-0095,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 05:10:15,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0096,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-21 00:18:12,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.88,False,False
INT-0097,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 12:11:34,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.91,False,False
INT-0098,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 15:03:48,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0099,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 07:04:18,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.99,True,True
INT-0100,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 15:16:05,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0101,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-21 04:37:26,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0102,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 03:23:39,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0103,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 03:23:46,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0104,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-21 06:08:46,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0105,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 19:56:44,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.95,False,False
INT-0106,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 02:21:21,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0107,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 06:21:29,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0108,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 08:51:05,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.92,True,True
INT-0109,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 06:38:41,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0110,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 00:38:07,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0111,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 04:17:42,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.98,True,True
INT-0112,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 06:09:45,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0113,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 06:52:35,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.91,False,False
INT-0114,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-21 03:06:39,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.92,True,True
INT-0115,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 01:06:45,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0116,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 20:10:14,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0117,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 02:02:29,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0118,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 03:36:00,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0119,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 05:57:27,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0120,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 23:03:37,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0121,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 20:39:26,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.95,False,False
INT-0122,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 09:47:05,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.88,False,False
INT-0123,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 15:30:28,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0124,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 11:04:00,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0125,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 11:16:53,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.92,True,True
INT-0126,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 05:06:24,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0127,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 23:12:28,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0128,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 23:39:57,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0129,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 02:00:13,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.96,False,False
INT-0130,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 12:55:07,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0131,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 09:35:10,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0132,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 14:06:45,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0133,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 18:44:36,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0134,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 03:19:13,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0135,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 06:45:03,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0136,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 22:20:15,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0137,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 10:59:38,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.91,False,False
INT-0138,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-21 08:46:45,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0139,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 05:02:55,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0140,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 12:26:23,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0141,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 16:59:20,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0142,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 09:24:49,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0143,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 06:01:07,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0144,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 01:24:44,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0145,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 01:13:36,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.98,True,True
INT-0146,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 06:40:20,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0147,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 13:35:34,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0148,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 13:00:53,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0149,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 05:41:34,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0150,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 08:36:47,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0151,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 01:17:33,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0152,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 16:05:03,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0153,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 06:59:47,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.91,False,False
INT-0154,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 22:51:27,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0155,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 01:49:46,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.96,True,True
INT-0156,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-21 07:26:30,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0157,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 19:37:47,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0158,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 03:11:50,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0159,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 04:48:49,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0160,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-21 09:24:06,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0161,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 04:55:26,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.99,False,False
INT-0162,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 08:29:00,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0163,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 02:11:23,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0164,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-21 08:37:29,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0165,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 20:00:53,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0166,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 05:18:42,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0167,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 20:21:39,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.95,True,True
INT-0168,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 12:00:13,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.9,True,True
INT-0169,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 07:54:37,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.93,False,False
INT-0170,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 22:37:04,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0171,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 08:19:56,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0172,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-21 06:50:52,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.88,False,False
INT-0173,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 00:00:11,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0174,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 07:21:02,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0175,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 01:41:34,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0176,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-21 04:28:47,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.9,True,True
INT-0177,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 14:39:02,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.91,False,False
INT-0178,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 07:49:56,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0179,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 08:28:10,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0180,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 01:11:07,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0181,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 23:07:05,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.96,True,True
INT-0182,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 20:16:20,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0183,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 10:23:43,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.96,True,True
INT-0184,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 07:38:40,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.98,True,True
INT-0185,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 05:31:57,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,1.0,False,False
INT-0186,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 21:56:02,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0187,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 16:35:58,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0188,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 05:58:10,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0189,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 12:14:39,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0190,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 18:58:03,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.97,False,False
